File for finger pose in 3D space, from left to right: id,roll,pitch,yaw,locx,locy,locz. The frequence of capturing is 50Hz
100062_0	-36.7223	-14.6432	2.5615	0.2349	-0.0572	-0.1601
100063_0	-36.7243	-14.6427	2.5637	0.2349	-0.0572	-0.1601
100064_0	-36.7231	-14.6431	2.5652	0.2349	-0.0572	-0.1601
100065_0	-36.7217	-14.6404	2.5634	0.2349	-0.0572	-0.1601
100066_0	-36.7222	-14.6424	2.5633	0.2349	-0.0572	-0.1601
100067_0	-36.7232	-14.6392	2.5633	0.2349	-0.0572	-0.1601
100068_0	-36.7272	-14.6427	2.5617	0.2349	-0.0572	-0.1601
100069_0	-36.7250	-14.6421	2.5622	0.2349	-0.0572	-0.1601
100070_0	-36.7268	-14.6399	2.5632	0.2349	-0.0572	-0.1601
100071_0	-36.7274	-14.6392	2.5636	0.2349	-0.0572	-0.1601
100072_0	-36.7271	-14.6425	2.5635	0.2349	-0.0572	-0.1601
100073_0	-31.6803	-14.1021	1.8283	0.2343	-0.0548	-0.1615
100074_0	-30.5373	-14.4130	1.7949	0.2343	-0.0541	-0.1615
100075_0	-29.0259	-14.6205	1.6397	0.2343	-0.0534	-0.1618
100076_0	-27.7835	-14.5773	1.3534	0.2340	-0.0527	-0.1619
100077_0	-26.9793	-14.4175	1.1756	0.2339	-0.0524	-0.1621
100078_0	-26.4291	-14.1840	1.0778	0.2338	-0.0522	-0.1623
100079_0	-26.0488	-14.0723	1.0595	0.2338	-0.0519	-0.1624
100080_0	-24.9896	-14.2345	1.0199	0.2339	-0.0512	-0.1625
100081_0	-23.3518	-14.4683	0.8512	0.2340	-0.0502	-0.1628
100082_0	-21.8145	-14.6757	0.5732	0.2341	-0.0494	-0.1629
100083_0	-19.3203	-15.0429	-0.0023	0.2342	-0.0480	-0.1632
100084_0	-16.6740	-15.2341	-0.4167	0.2343	-0.0464	-0.1635
100085_0	-15.1694	-15.2124	-0.6419	0.2343	-0.0456	-0.1636
100086_0	-13.8513	-15.2106	-0.8581	0.2343	-0.0449	-0.1637
100087_0	-12.6202	-15.2320	-1.0458	0.2343	-0.0442	-0.1638
100088_0	-11.2186	-15.2585	-1.2005	0.2344	-0.0434	-0.1639
100089_0	-9.9683	-15.3065	-1.3045	0.2344	-0.0426	-0.1639
100090_0	-8.4169	-15.4153	-1.5092	0.2344	-0.0417	-0.1640
100091_0	-7.0518	-15.5155	-1.6354	0.2345	-0.0409	-0.1639
100092_0	-5.6964	-15.5749	-1.8764	0.2345	-0.0401	-0.1639
100093_0	-5.0175	-15.6050	-1.9958	0.2344	-0.0397	-0.1640
100094_0	-4.7413	-15.5318	-1.9133	0.2344	-0.0396	-0.1640
100095_0	-4.4547	-15.4843	-1.8281	0.2344	-0.0394	-0.1640
100096_0	-3.7720	-15.6089	-1.8486	0.2345	-0.0389	-0.1639
100097_0	-2.8868	-15.7603	-1.9308	0.2346	-0.0383	-0.1639
100098_0	-1.3829	-15.9267	-2.1227	0.2347	-0.0373	-0.1639
100099_0	0.4300	-16.0765	-2.3839	0.2347	-0.0362	-0.1637
100100_0	2.5754	-16.2374	-2.6167	0.2348	-0.0349	-0.1637
100101_0	5.7458	-16.4946	-2.9724	0.2350	-0.0330	-0.1635
100102_0	7.9882	-16.6265	-3.3185	0.2352	-0.0318	-0.1634
100103_0	9.9385	-16.6510	-3.7870	0.2352	-0.0308	-0.1633
100104_0	11.8245	-16.7979	-4.2160	0.2354	-0.0297	-0.1631
100105_0	13.4195	-16.9241	-4.7323	0.2356	-0.0289	-0.1629
100106_0	14.5713	-17.0365	-5.2302	0.2358	-0.0283	-0.1628
100107_0	15.6901	-17.1508	-5.6928	0.2359	-0.0277	-0.1626
100108_0	17.3041	-17.2875	-6.3318	0.2361	-0.0268	-0.1624
100109_0	18.4866	-17.3861	-6.8417	0.2363	-0.0262	-0.1622
100110_0	20.0313	-17.2634	-7.3021	0.2363	-0.0252	-0.1621
100111_0	21.2905	-17.1459	-7.4215	0.2364	-0.0244	-0.1619
100112_0	22.4825	-17.1655	-7.4170	0.2365	-0.0237	-0.1618
100113_0	23.8445	-17.2260	-7.5162	0.2366	-0.0229	-0.1616
100114_0	25.4576	-17.2558	-7.7302	0.2368	-0.0220	-0.1613
100115_0	26.6867	-17.3396	-8.0100	0.2369	-0.0213	-0.1610
100116_0	28.6190	-17.5905	-8.4249	0.2372	-0.0203	-0.1606
100117_0	29.7792	-17.7692	-8.5067	0.2374	-0.0196	-0.1603
100118_0	30.9259	-18.0269	-8.5464	0.2375	-0.0189	-0.1600
100119_0	32.5756	-18.1895	-8.7997	0.2379	-0.0182	-0.1596
100120_0	34.1478	-18.6733	-8.9424	0.2379	-0.0172	-0.1591
100121_0	35.7429	-18.9866	-9.0273	0.2380	-0.0162	-0.1586
100122_0	37.6822	-19.2667	-9.4927	0.2383	-0.0153	-0.1580
100123_0	39.5666	-19.8214	-10.2919	0.2387	-0.0144	-0.1572
100124_0	41.5208	-20.2394	-11.1395	0.2389	-0.0135	-0.1565
100125_0	43.1053	-20.3516	-11.7422	0.2390	-0.0129	-0.1560
100126_0	44.5265	-20.5270	-12.2940	0.2391	-0.0123	-0.1555
100127_0	45.4423	-20.5703	-12.5779	0.2392	-0.0120	-0.1552
100128_0	45.9282	-20.5914	-12.6837	0.2392	-0.0118	-0.1550
100129_0	46.3428	-20.6588	-12.7833	0.2392	-0.0116	-0.1549
100130_0	46.6116	-20.7384	-12.8831	0.2392	-0.0115	-0.1547
100131_0	46.7790	-20.8319	-13.0034	0.2393	-0.0115	-0.1546
100132_0	46.6363	-20.8299	-13.0205	0.2393	-0.0116	-0.1546
100133_0	46.1105	-20.7101	-12.8939	0.2393	-0.0118	-0.1548
100134_0	45.9685	-20.6875	-12.8466	0.2393	-0.0118	-0.1548
100135_0	45.5563	-20.7179	-12.7800	0.2393	-0.0120	-0.1549
100136_0	44.7825	-20.7590	-12.6621	0.2392	-0.0124	-0.1552
100137_0	43.1210	-20.7115	-12.2545	0.2391	-0.0133	-0.1558
100138_0	40.5004	-20.5012	-11.4825	0.2389	-0.0145	-0.1567
100139_0	38.1735	-20.2764	-10.6383	0.2387	-0.0154	-0.1574
100140_0	36.8497	-20.2412	-10.0557	0.2387	-0.0160	-0.1578
100141_0	35.9328	-20.4495	-9.6765	0.2387	-0.0164	-0.1579
100142_0	35.4752	-20.5894	-9.5325	0.2388	-0.0168	-0.1580
100143_0	33.3681	-20.7562	-8.8689	0.2387	-0.0183	-0.1586
100144_0	29.0451	-20.6238	-7.4921	0.2384	-0.0207	-0.1595
100145_0	25.5912	-20.3206	-6.4738	0.2380	-0.0224	-0.1603
100146_0	22.6012	-20.2615	-5.5857	0.2379	-0.0240	-0.1608
100147_0	19.7019	-20.4532	-4.5338	0.2379	-0.0256	-0.1612
100148_0	18.5367	-20.7989	-4.1427	0.2380	-0.0262	-0.1612
100149_0	17.0603	-21.2049	-4.0181	0.2382	-0.0272	-0.1613
100150_0	15.3976	-21.4475	-3.9413	0.2382	-0.0283	-0.1614
100151_0	13.7398	-21.6051	-3.8917	0.2381	-0.0293	-0.1615
100152_0	12.4880	-21.7213	-3.8885	0.2382	-0.0300	-0.1616
100153_0	10.4856	-21.8982	-3.5868	0.2382	-0.0313	-0.1617
100154_0	8.2231	-21.9167	-3.1985	0.2381	-0.0326	-0.1619
100155_0	6.8741	-21.7825	-2.8776	0.2380	-0.0332	-0.1619
100156_0	5.3683	-21.1797	-2.3732	0.2376	-0.0340	-0.1621
100157_0	2.9922	-20.4306	-1.5885	0.2371	-0.0353	-0.1624
100158_0	0.1357	-19.7371	-0.6594	0.2367	-0.0368	-0.1626
100159_0	-3.1966	-19.1131	0.0116	0.2364	-0.0387	-0.1628
100160_0	-7.6443	-18.5092	0.8654	0.2361	-0.0413	-0.1629
100161_0	-11.7800	-17.9083	1.7639	0.2360	-0.0433	-0.1630
100162_0	-13.3672	-17.5457	2.1813	0.2359	-0.0440	-0.1630
100163_0	-13.6750	-17.3642	2.1437	0.2358	-0.0441	-0.1630
100164_0	-13.0456	-17.2880	1.7247	0.2358	-0.0438	-0.1631
100165_0	-11.6048	-17.4337	1.2419	0.2358	-0.0431	-0.1631
100166_0	-10.6606	-17.6166	1.0908	0.2358	-0.0426	-0.1631
100167_0	-9.8942	-17.6381	1.0289	0.2359	-0.0423	-0.1631
100168_0	-9.3610	-17.6556	0.9667	0.2359	-0.0420	-0.1631
100169_0	-8.8395	-17.6834	0.8813	0.2359	-0.0417	-0.1632
100170_0	-8.2651	-17.6899	0.7568	0.2358	-0.0414	-0.1632
100171_0	-8.0784	-17.6816	0.7113	0.2358	-0.0414	-0.1632
100172_0	-7.7755	-17.6878	0.6734	0.2358	-0.0412	-0.1632
100173_0	-7.4348	-17.7328	0.5743	0.2359	-0.0410	-0.1632
100174_0	-7.1235	-17.8713	0.5084	0.2359	-0.0408	-0.1632
100175_0	-6.7439	-18.2227	0.5362	0.2361	-0.0406	-0.1631
100176_0	-6.5497	-18.6538	0.6375	0.2365	-0.0405	-0.1630
100177_0	-6.3778	-19.2381	0.7028	0.2368	-0.0403	-0.1630
100178_0	-6.3144	-20.5501	0.9270	0.2377	-0.0403	-0.1628
100179_0	-6.1314	-21.7540	1.0363	0.2384	-0.0402	-0.1628
100180_0	-5.9030	-23.0736	1.0493	0.2392	-0.0401	-0.1627
100181_0	-5.9427	-24.5285	1.0003	0.2400	-0.0402	-0.1625
100182_0	-5.9452	-26.4034	0.9825	0.2410	-0.0403	-0.1621
100183_0	-5.7854	-27.4273	0.9248	0.2415	-0.0402	-0.1619
100184_0	-5.8732	-28.7731	0.7978	0.2422	-0.0403	-0.1618
100185_0	-5.8603	-29.7426	0.7587	0.2428	-0.0403	-0.1616
100186_0	-5.6862	-30.6371	0.7536	0.2433	-0.0402	-0.1614
100187_0	-5.5536	-31.8011	0.7540	0.2440	-0.0401	-0.1613
100188_0	-5.3652	-32.8223	0.7747	0.2446	-0.0401	-0.1611
100189_0	-5.0938	-33.8155	0.7977	0.2452	-0.0400	-0.1610
100190_0	-4.8978	-34.6515	0.8115	0.2456	-0.0399	-0.1608
100191_0	-4.5996	-35.7714	0.6967	0.2462	-0.0398	-0.1607
100192_0	-4.4266	-36.7144	0.5691	0.2466	-0.0397	-0.1606
100193_0	-4.1935	-37.7638	0.4399	0.2472	-0.0396	-0.1604
100194_0	-3.8268	-38.9818	0.2909	0.2478	-0.0394	-0.1602
100195_0	-3.4301	-40.6751	-0.0216	0.2486	-0.0392	-0.1600
100196_0	-2.6624	-42.2298	-0.3565	0.2495	-0.0389	-0.1597
100197_0	-2.1492	-43.7920	-0.6049	0.2502	-0.0387	-0.1595
100198_0	-1.8793	-45.2455	-0.8441	0.2508	-0.0386	-0.1593
100199_0	-1.5747	-46.5383	-1.0423	0.2514	-0.0385	-0.1590
100200_0	-1.0810	-47.6354	-1.2170	0.2521	-0.0383	-0.1588
100201_0	-0.9357	-48.9050	-1.2774	0.2528	-0.0382	-0.1586
100202_0	-1.0914	-50.0045	-1.2969	0.2533	-0.0383	-0.1585
100203_0	-0.7952	-50.8222	-1.4469	0.2538	-0.0381	-0.1583
100204_0	-0.3389	-51.7696	-1.6067	0.2543	-0.0379	-0.1581
100205_0	-0.0611	-52.8850	-1.6859	0.2549	-0.0378	-0.1579
100206_0	0.1454	-53.9413	-1.7531	0.2555	-0.0377	-0.1578
100207_0	0.4231	-55.4626	-1.8078	0.2565	-0.0376	-0.1575
100208_0	0.8640	-56.6221	-2.0439	0.2571	-0.0375	-0.1573
100209_0	1.2918	-57.6392	-2.4036	0.2575	-0.0374	-0.1571
100210_0	1.8440	-58.4986	-2.8057	0.2579	-0.0372	-0.1569
100211_0	2.5486	-59.4041	-3.4657	0.2583	-0.0371	-0.1567
100212_0	2.9226	-60.1049	-3.8971	0.2586	-0.0370	-0.1565
100213_0	3.2097	-61.0984	-4.1645	0.2591	-0.0369	-0.1562
100214_0	3.2635	-62.0484	-4.2192	0.2595	-0.0369	-0.1560
100215_0	2.8837	-62.8221	-3.8848	0.2599	-0.0371	-0.1557
100216_0	2.1396	-63.5231	-3.2473	0.2602	-0.0373	-0.1556
100217_0	1.6715	-63.9896	-2.8207	0.2604	-0.0374	-0.1554
100218_0	1.3393	-64.3434	-2.5229	0.2606	-0.0374	-0.1553
100219_0	1.0528	-64.6665	-2.3488	0.2608	-0.0375	-0.1553
100220_0	0.5563	-65.3515	-1.9995	0.2611	-0.0376	-0.1551
100221_0	0.0632	-66.0927	-1.5495	0.2614	-0.0377	-0.1549
100222_0	-0.3278	-66.9165	-1.0431	0.2618	-0.0377	-0.1547
100223_0	-0.6195	-67.4091	-0.7740	0.2620	-0.0378	-0.1546
100224_0	-0.9141	-67.8757	-0.5027	0.2622	-0.0379	-0.1544
100225_0	-1.2578	-68.4481	-0.2133	0.2625	-0.0379	-0.1543
100226_0	-1.7042	-68.6646	0.0555	0.2625	-0.0380	-0.1542
100227_0	-2.0038	-68.7461	0.2938	0.2625	-0.0380	-0.1542
100228_0	-2.2578	-68.8940	0.5401	0.2626	-0.0381	-0.1541
100229_0	-2.3503	-68.9787	0.5708	0.2627	-0.0381	-0.1541
100230_0	-2.4089	-68.9371	0.6320	0.2627	-0.0382	-0.1541
100231_0	-2.4575	-68.8850	0.6864	0.2626	-0.0382	-0.1541
100232_0	-2.6897	-68.6904	0.7930	0.2625	-0.0383	-0.1541
100233_0	-3.0253	-68.2662	1.0764	0.2622	-0.0383	-0.1542
100234_0	-3.0769	-67.9147	1.1318	0.2620	-0.0383	-0.1543
100235_0	-3.3150	-67.2869	1.1936	0.2617	-0.0384	-0.1545
100236_0	-3.4319	-66.3873	1.3869	0.2613	-0.0384	-0.1547
100237_0	-3.5747	-65.4552	1.4897	0.2610	-0.0385	-0.1550
100238_0	-3.4474	-64.2076	1.2866	0.2605	-0.0385	-0.1553
100239_0	-2.9093	-62.8308	0.8129	0.2597	-0.0384	-0.1557
100240_0	-2.3212	-61.4382	0.1489	0.2591	-0.0383	-0.1560
100241_0	-1.9534	-60.0036	-0.4347	0.2583	-0.0383	-0.1562
100242_0	-1.4226	-58.3307	-1.0496	0.2571	-0.0382	-0.1563
100243_0	-1.0392	-56.9328	-1.5584	0.2562	-0.0382	-0.1565
100244_0	-0.9114	-55.6916	-1.8591	0.2555	-0.0381	-0.1566
100245_0	-0.7163	-54.3307	-2.0670	0.2547	-0.0381	-0.1567
100246_0	-0.6598	-52.9263	-2.2040	0.2537	-0.0381	-0.1567
100247_0	-0.5930	-51.3808	-2.2652	0.2529	-0.0381	-0.1569
100248_0	-0.6831	-50.4376	-2.2679	0.2525	-0.0382	-0.1571
100249_0	-0.6883	-49.8091	-2.3558	0.2522	-0.0381	-0.1573
100250_0	-0.4581	-49.2314	-2.3635	0.2519	-0.0381	-0.1575
100251_0	-0.4991	-48.4043	-2.2945	0.2515	-0.0381	-0.1577
100252_0	-0.8723	-46.8586	-2.3460	0.2509	-0.0382	-0.1581
100253_0	-0.9318	-45.6695	-2.3399	0.2504	-0.0382	-0.1585
100254_0	-1.0013	-43.8370	-2.3335	0.2497	-0.0382	-0.1591
100255_0	-1.0377	-42.2366	-2.3729	0.2491	-0.0382	-0.1597
100256_0	-0.7872	-40.7387	-2.3919	0.2484	-0.0380	-0.1600
100257_0	-0.9089	-38.5928	-2.4774	0.2472	-0.0380	-0.1604
100258_0	-1.1689	-36.8603	-2.4349	0.2463	-0.0381	-0.1606
100259_0	-1.3395	-35.6107	-2.1877	0.2457	-0.0382	-0.1608
100260_0	-1.6424	-34.4670	-1.8694	0.2450	-0.0383	-0.1609
100261_0	-1.9137	-33.5101	-1.6433	0.2445	-0.0384	-0.1611
100262_0	-2.1013	-32.6282	-1.4839	0.2440	-0.0385	-0.1612
100263_0	-2.1296	-31.7916	-1.4753	0.2435	-0.0385	-0.1612
100264_0	-1.9953	-30.9849	-1.6078	0.2430	-0.0384	-0.1612
100265_0	-1.8468	-30.1449	-1.7677	0.2425	-0.0384	-0.1613
100266_0	-1.9041	-28.5896	-1.9369	0.2416	-0.0384	-0.1615
100267_0	-1.6993	-27.0333	-2.1152	0.2408	-0.0383	-0.1617
100268_0	-1.3604	-25.8079	-2.2739	0.2401	-0.0382	-0.1618
100269_0	-1.1867	-24.6534	-2.3585	0.2394	-0.0381	-0.1619
100270_0	-1.4773	-23.3925	-2.2530	0.2387	-0.0383	-0.1620
100271_0	-2.1129	-21.4286	-2.1219	0.2377	-0.0386	-0.1625
100272_0	-2.2714	-20.1693	-2.1699	0.2371	-0.0387	-0.1628
100273_0	-2.0394	-18.6594	-2.4108	0.2363	-0.0385	-0.1632
100274_0	-1.6785	-17.6467	-2.5519	0.2358	-0.0382	-0.1635
100275_0	-1.1782	-16.8328	-2.7496	0.2354	-0.0380	-0.1637
100276_0	-0.7926	-16.1433	-2.9313	0.2350	-0.0378	-0.1639
100277_0	-0.4259	-15.8088	-3.0430	0.2348	-0.0376	-0.1640
100278_0	0.2298	-15.4461	-3.0797	0.2346	-0.0372	-0.1641
100279_0	0.5586	-15.1882	-3.0317	0.2345	-0.0370	-0.1642
100280_0	0.4683	-15.1493	-2.9559	0.2345	-0.0370	-0.1641
100281_0	0.4225	-15.1706	-2.8488	0.2345	-0.0370	-0.1641
100282_0	0.2730	-15.2009	-2.7266	0.2345	-0.0371	-0.1641
100283_0	0.0999	-15.2206	-2.6188	0.2345	-0.0371	-0.1642
100284_0	0.0161	-15.2709	-2.5683	0.2345	-0.0371	-0.1641
100285_0	0.0698	-15.3654	-2.5270	0.2346	-0.0371	-0.1641
100286_0	0.1475	-15.5819	-2.4964	0.2347	-0.0370	-0.1641
100287_0	0.2339	-15.7451	-2.5082	0.2348	-0.0370	-0.1640
100288_0	0.4589	-15.8654	-2.5901	0.2349	-0.0368	-0.1640
100289_0	0.5681	-16.1633	-2.6510	0.2351	-0.0368	-0.1639
100290_0	0.5798	-16.3779	-2.6073	0.2352	-0.0368	-0.1638
100291_0	0.5044	-16.5355	-2.4667	0.2353	-0.0368	-0.1638
100292_0	0.0268	-16.7281	-2.1563	0.2353	-0.0370	-0.1638
100293_0	-0.3598	-16.9627	-1.8263	0.2355	-0.0373	-0.1637
100294_0	-0.5589	-17.1662	-1.5724	0.2356	-0.0373	-0.1637
100295_0	-0.7318	-17.3527	-1.4152	0.2357	-0.0374	-0.1636
100296_0	-0.8217	-17.4923	-1.3848	0.2358	-0.0374	-0.1636
100297_0	-0.7461	-17.7082	-1.3934	0.2359	-0.0374	-0.1635
100298_0	-0.7920	-18.0056	-1.3482	0.2360	-0.0374	-0.1635
100299_0	-1.0658	-18.5194	-1.0981	0.2363	-0.0376	-0.1633
100300_0	-1.3579	-19.2572	-0.6652	0.2367	-0.0378	-0.1632
100301_0	-1.3890	-20.6642	0.3901	0.2375	-0.0379	-0.1630
100302_0	-1.3132	-22.1619	2.2029	0.2384	-0.0378	-0.1628
100303_0	-1.0659	-23.5276	4.6983	0.2393	-0.0375	-0.1628
100304_0	-0.7637	-24.4522	6.9930	0.2398	-0.0371	-0.1628
100305_0	-0.5454	-24.8802	9.4921	0.2399	-0.0368	-0.1628
100306_0	-0.6147	-24.6881	11.8136	0.2398	-0.0370	-0.1628
100307_0	-0.9746	-24.4443	13.6855	0.2398	-0.0373	-0.1629
100308_0	-0.8782	-24.6649	15.2037	0.2401	-0.0371	-0.1629
100309_0	-0.3979	-25.0575	17.2245	0.2404	-0.0367	-0.1629
100310_0	-0.4191	-25.2724	18.7261	0.2405	-0.0367	-0.1629
100311_0	0.2721	-25.9818	20.8301	0.2408	-0.0361	-0.1629
100312_0	0.9674	-26.5089	22.6264	0.2409	-0.0356	-0.1628
100313_0	0.6589	-26.7822	24.4984	0.2411	-0.0357	-0.1627
100314_0	0.1445	-27.0621	26.2406	0.2414	-0.0359	-0.1627
100315_0	0.2108	-27.3188	27.8526	0.2415	-0.0356	-0.1627
100316_0	0.5484	-27.4413	29.4547	0.2413	-0.0353	-0.1627
100317_0	0.7489	-27.6554	31.3377	0.2412	-0.0350	-0.1625
100318_0	0.9704	-27.8137	33.3146	0.2410	-0.0349	-0.1625
100319_0	1.0634	-27.9903	35.2057	0.2409	-0.0348	-0.1625
100320_0	0.7544	-28.3146	37.4021	0.2410	-0.0348	-0.1624
100321_0	0.7273	-28.6342	39.4814	0.2411	-0.0347	-0.1623
100322_0	0.8063	-28.7318	41.0938	0.2410	-0.0346	-0.1623
100323_0	-0.1400	-28.6590	42.5902	0.2413	-0.0351	-0.1622
100324_0	-0.9948	-28.6717	43.8997	0.2416	-0.0355	-0.1621
100325_0	-1.4487	-28.8407	45.2124	0.2418	-0.0355	-0.1620
100326_0	-1.8391	-28.9918	46.5383	0.2419	-0.0355	-0.1620
100327_0	-2.5661	-28.7314	47.8459	0.2421	-0.0359	-0.1619
100328_0	-3.0394	-28.6050	48.8022	0.2422	-0.0361	-0.1619
100329_0	-3.1630	-28.4417	49.6804	0.2420	-0.0361	-0.1618
100330_0	-3.3644	-27.9151	50.6885	0.2419	-0.0364	-0.1618
100331_0	-3.9223	-27.6111	51.5191	0.2420	-0.0367	-0.1618
100332_0	-4.0696	-27.3817	52.2442	0.2420	-0.0367	-0.1619
100333_0	-4.2978	-27.1649	53.0053	0.2420	-0.0368	-0.1619
100334_0	-4.6339	-26.7385	54.1395	0.2420	-0.0371	-0.1619
100335_0	-4.6256	-26.3581	55.1227	0.2418	-0.0371	-0.1620
100336_0	-4.7521	-25.8595	55.9115	0.2417	-0.0373	-0.1620
100337_0	-5.0482	-25.5170	56.5204	0.2418	-0.0376	-0.1620
100338_0	-5.0495	-25.6226	57.1030	0.2418	-0.0374	-0.1620
100339_0	-4.9762	-25.8761	57.7776	0.2419	-0.0372	-0.1620
100340_0	-5.0076	-26.0066	58.2366	0.2419	-0.0372	-0.1620
100341_0	-4.9505	-26.1644	58.6615	0.2419	-0.0371	-0.1619
100342_0	-4.8302	-26.2822	58.9953	0.2419	-0.0370	-0.1619
100343_0	-4.9939	-25.8975	58.9573	0.2419	-0.0372	-0.1619
100344_0	-4.9538	-25.5328	58.7892	0.2417	-0.0374	-0.1620
100345_0	-4.8179	-25.2125	58.5587	0.2415	-0.0375	-0.1620
100346_0	-4.8195	-24.7521	58.2516	0.2414	-0.0378	-0.1620
100347_0	-4.7310	-24.4247	57.9649	0.2413	-0.0379	-0.1620
100348_0	-4.6503	-24.1647	57.8081	0.2412	-0.0380	-0.1620
100349_0	-4.8098	-23.8155	57.7212	0.2412	-0.0382	-0.1621
100350_0	-4.7764	-23.6947	57.7275	0.2411	-0.0382	-0.1621
100351_0	-4.6114	-23.7438	57.8453	0.2410	-0.0381	-0.1621
100352_0	-4.6523	-23.6851	57.8503	0.2410	-0.0381	-0.1621
100353_0	-4.6990	-23.6028	57.8129	0.2410	-0.0382	-0.1621
