idx roll pitch yaw
1000000.0	-5.214813232421875	-28.16452407836914	-0.5938930511474609	
1000010.0	-1.430074691772461	-28.93320083618164	-4.053188323974609	
1000020.0	-4.30106258392334	-27.23931312561035	-0.6555204391479492	
1000030.0	-1.426407814025879	-28.498706817626953	-1.2634010314941406	
1000040.0	-1.8273687362670898	-29.1005916595459	-0.09948348999023438	
1000050.0	-2.2406038443247476	-28.00314712524414	0.3813196023305257	
1000060.0	-1.8815027077992756	-27.86643123626709	1.0624103546142578	
1000070.0	-2.171906073888143	-27.62521489461263	1.728002389272054	
1000080.0	-2.2665598392486572	-27.16417948404948	2.1250232060750327	
1000090.0	-2.465908924738566	-26.83697255452474	2.3834501107533774	
1000100.0	-2.8997065226236978	-26.60929266611735	2.802389939626058	
1000110.0	-2.757351795832316	-26.429296175638836	2.7098081906636557	
1000120.0	-2.96341602007548	-26.531137148539226	2.6863511403401694	
1000130.0	-2.821028550465902	-26.333105723063152	2.7680416107177734	
1000140.0	-2.8368229071299234	-26.270407994588215	2.9130654335021973	
1000150.0	-2.8526172637939453	-26.20771026611328	3.058089256286621	
1000160.0	-2.931129773457845	-25.801976839701336	2.958667278289795	
1000170.0	-3.26249361038208	-25.701571464538574	3.1098920504252114	
1000180.0	-3.238862991333008	-25.316476186116535	2.8801337083180747	
1000190.0	-3.3873274326324463	-25.126962025960285	2.7259155909220376	
1000200.0	-3.5818357467651367	-25.142198880513508	2.7097146113713584	
1000210.0	-3.776344060897827	-25.15743573506673	2.6935136318206787	
1000220.0	-3.783647139867147	-25.29085381825765	2.702970822652181	
1000230.0	-4.043533643086751	-25.508262316385906	2.821698864301046	
1000240.0	-4.548036893208821	-25.573668162027996	3.195651729901632	
1000250.0	-5.586411158243815	-25.53152338663737	3.4484899441401162	
1000260.0	-6.747770627339681	-25.689835866292317	3.933419624964396	
1000270.0	-7.909130096435547	-25.848148345947266	4.418349305788676	
1000280.0	-9.657702843348185	-25.871848424275715	4.9664798974990845	
1000290.0	-11.322893460591635	-25.769961992899578	5.566744168599446	
1000300.0	-13.162409941355387	-25.943711916605633	6.214362144470215	
1000310.0	-14.586407820383707	-26.027496655782063	6.986806233723958	
1000320.0	-16.249515851338703	-25.84450848897298	7.267755587895711	
1000330.0	-18.02080774307251	-25.623891194661457	7.795381625493367	
