idx, roll, pitch,yaw
100000_0	-5.214813232421875	-28.16452407836914	-0.5938930511474609
100001_0	-1.430074691772461	-28.93320083618164	-4.053188323974609
100002_0	-4.30106258392334	-27.23931312561035	-0.6555204391479492
100003_0	-1.426407814025879	-28.498706817626953	-1.2634010314941406
100004_0	-1.8273687362670898	-29.1005916595459	-0.09948348999023438
100005_0	-1.1991968154907227	-28.29762077331543	0.7320799827575684
100006_0	-1.1991968154907227	-28.29762077331543	0.7320799827575684
100007_0	-3.4903903007507324	-26.58502960205078	2.842162609100342
100008_0	-2.146455764770508	-26.419017791748047	3.4310240745544434
100009_0	-3.168828010559082	-27.051408767700195	2.7301511764526367
100010_0	-2.395291328430176	-26.334379196166992	2.2826414108276367
100011_0	-2.395291328430176	-26.334379196166992	2.2826414108276367
100012_0	-3.8019824028015137	-26.931541442871094	3.2457189559936523
100013_0	-2.6362619400024414	-25.505050659179688	2.2866721153259277
100014_0	-3.382841110229492	-27.03006362915039	3.2902817726135254
100015_0	-2.3145031929016113	-25.86322021484375	3.2202939987182617
100016_0	-2.4900574684143066	-25.958192825317383	3.1527843475341797
100017_0	-2.4900574684143066	-25.958192825317383	3.1527843475341797
100018_0	-4.273057460784912	-24.497140884399414	2.6491870880126953
100019_0	-4.624444961547852	-24.902618408203125	3.1940207481384277
100020_0	-3.2410573959350586	-24.719491958618164	1.9117317199707031
100021_0	-3.205289840698242	-24.72613525390625	2.294985294342041
100022_0	-3.657107353210449	-26.04961395263672	3.0555784702301025
100023_0	-3.657107353210449	-26.04961395263672	3.0555784702301025
100024_0	-4.31687593460083	-25.297649383544922	2.705930233001709
100025_0	-6.1837639808654785	-26.207069396972656	3.906388998031616
100026_0	-6.2680768966674805	-25.111927032470703	4.155448913574219
100027_0	-9.435535430908203	-24.4732666015625	3.812014579772949
100028_0	-10.625264167785645	-26.999488830566406	5.965156555175781
100029_0	-10.625264167785645	-26.999488830566406	5.965156555175781
100030_0	-14.80831241607666	-25.439849853515625	5.99471378326416
100031_0	-16.174907684326172	-25.59575080871582	7.507974624633789
100032_0	-17.30517578125	-26.15442657470703	8.041156768798828
100033_0	-17.979522705078125	-24.975975036621094	8.44667911529541
100034_0	-20.603912353515625	-25.901559829711914	7.650852680206299
100035_0	-21.253015518188477	-25.675785064697266	9.130912780761719
100036_0	-21.253015518188477	-25.675785064697266	9.130912780761719
100037_0	-21.901844024658203	-25.04412078857422	7.277499675750732
100038_0	-22.847660064697266	-24.19791603088379	8.891500473022461
100039_0	-25.57634735107422	-23.781917572021484	9.098790168762207
100040_0	-25.70596694946289	-24.01974868774414	7.1077680587768555
100041_0	-27.093704223632812	-25.722965240478516	7.344310760498047
100042_0	-27.093704223632812	-25.722965240478516	7.344310760498047
100043_0	-30.2183837890625	-24.175926208496094	7.038125514984131
100044_0	-29.21831703186035	-24.189937591552734	6.620994567871094
100045_0	-32.54468536376953	-24.28009033203125	7.512610912322998
100046_0	-32.910621643066406	-24.00856590270996	6.149258136749268
100047_0	-33.89396667480469	-24.053264617919922	5.718112468719482
100048_0	-35.28212356567383	-23.53775405883789	4.645397186279297
100049_0	-35.28212356567383	-23.53775405883789	4.645397186279297
100050_0	-35.53010559082031	-23.420597076416016	7.926081657409668
100051_0	-38.782440185546875	-24.776655197143555	7.355785846710205
100052_0	-37.418792724609375	-24.227001190185547	6.913992881774902
100053_0	-38.72417449951172	-23.837081909179688	9.158096313476562
100054_0	-39.93427276611328	-24.72875213623047	9.104501724243164
100055_0	-39.503868103027344	-25.51395034790039	7.749122619628906
100056_0	-39.503868103027344	-25.51395034790039	7.749122619628906
100057_0	-40.68480682373047	-25.756303787231445	8.835137367248535
100058_0	-39.456520080566406	-24.920530319213867	8.452103614807129
100059_0	-39.38926696777344	-25.121864318847656	9.244733810424805
100060_0	-39.32725143432617	-25.069547653198242	8.844879150390625
100061_0	-41.110782623291016	-25.607349395751953	8.882892608642578
100062_0	-41.110782623291016	-25.607349395751953	8.882892608642578
100063_0	-39.06925964355469	-23.65009307861328	8.790277481079102
100064_0	-39.88959884643555	-24.42177963256836	8.544252395629883
100065_0	-38.18517303466797	-23.542762756347656	9.822946548461914
100066_0	-38.01004409790039	-24.342544555664062	8.74476146697998
100067_0	-38.47079849243164	-23.758419036865234	5.744091987609863
100068_0	-37.814903259277344	-23.885169982910156	7.0802812576293945
100069_0	-37.814903259277344	-23.885169982910156	7.0802812576293945
100070_0	-37.78337860107422	-24.189483642578125	6.25049352645874
100071_0	-38.57246398925781	-23.928855895996094	5.956602573394775
100072_0	-36.158897399902344	-23.53778839111328	4.728872776031494
100073_0	-35.45505142211914	-24.502456665039062	5.167024612426758
100074_0	-32.97153091430664	-25.425106048583984	4.2238240242004395
100075_0	-34.00346755981445	-25.932374954223633	6.854440212249756
100076_0	-28.72514533996582	-25.278480529785156	4.8918375968933105
100077_0	-28.72514533996582	-25.278480529785156	4.8918375968933105
100078_0	-30.89537239074707	-25.481197357177734	4.703502655029297
100079_0	-28.089271545410156	-24.284709930419922	3.8149170875549316
100080_0	-26.67857551574707	-23.26656150817871	2.7396788597106934
100081_0	-27.25895881652832	-24.619426727294922	5.7960662841796875
100082_0	-25.911293029785156	-23.984172821044922	5.191434860229492
100083_0	-25.911293029785156	-23.984172821044922	5.191434860229492
100084_0	-25.000347137451172	-25.510272979736328	4.463203430175781
100085_0	-22.5123348236084	-24.68866729736328	5.187196254730225
100086_0	-18.351234436035156	-22.902233123779297	3.0031590461730957
100087_0	-15.612302780151367	-23.596294403076172	3.3060483932495117
100088_0	-15.043912887573242	-23.084970474243164	1.933070182800293
100089_0	-15.043912887573242	-23.084970474243164	1.933070182800293
100090_0	-14.693522453308105	-24.695995330810547	3.947237014770508
100091_0	-12.418676376342773	-25.278017044067383	2.927095413208008
100092_0	-11.271122932434082	-26.184438705444336	4.600208759307861
100093_0	-9.77964973449707	-27.641647338867188	2.6266422271728516
100094_0	-8.892539978027344	-25.374475479125977	2.620499610900879
100095_0	-8.892539978027344	-25.374475479125977	2.620499610900879
100096_0	-8.246922492980957	-26.93252944946289	3.1318278312683105
100097_0	-7.940340042114258	-27.1507511138916	3.764730453491211
100098_0	-7.439124584197998	-25.905759811401367	2.1818127632141113
100099_0	-5.823281288146973	-26.472829818725586	0.9261722564697266
100100_0	-3.9715447425842285	-26.344839096069336	-0.3038625717163086
100101_0	-3.9715447425842285	-26.344839096069336	-0.3038625717163086
100102_0	-0.789057731628418	-27.126976013183594	0.8548212051391602
100103_0	0.811767578125	-26.56423568725586	-0.541351318359375
100104_0	1.4783143997192383	-27.87975311279297	1.0767464637756348
100105_0	5.531740188598633	-27.873653411865234	-7.477086067199707
100106_0	10.158888816833496	-27.8637752532959	-8.679789543151855
100107_0	10.158888816833496	-27.8637752532959	-8.679789543151855
100108_0	14.422932624816895	-30.72515296936035	-12.974091529846191
100109_0	16.326663970947266	-30.411914825439453	-14.258157730102539
100110_0	19.44509506225586	-30.150497436523438	-16.550254821777344
100111_0	20.836427688598633	-30.671178817749023	-16.43639373779297
100112_0	21.222021102905273	-29.19988250732422	-15.469112396240234
100113_0	21.222021102905273	-29.19988250732422	-15.469112396240234
100114_0	22.689067840576172	-29.34686851501465	-13.820460319519043
100115_0	26.422861099243164	-26.357173919677734	-14.338264465332031
100116_0	27.799345016479492	-26.972536087036133	-12.571062088012695
100117_0	25.516937255859375	-24.44440460205078	-10.834078788757324
100118_0	25.68791961669922	-26.612022399902344	-13.275179862976074
100119_0	25.17353057861328	-24.635528564453125	-13.707578659057617
100120_0	25.17353057861328	-24.635528564453125	-13.707578659057617
100121_0	18.989974975585938	-25.76097869873047	-9.449071884155273
100122_0	24.313079833984375	-26.786394119262695	-5.892751693725586
100123_0	21.50200653076172	-26.50310516357422	-3.403444290161133
100124_0	18.92635154724121	-25.759021759033203	-4.545203685760498
100125_0	15.485706329345703	-27.297428131103516	-1.4633674621582031
100126_0	15.485706329345703	-27.297428131103516	-1.4633674621582031
100127_0	26.592702865600586	-27.207523345947266	-6.834395408630371
